,avg,cidade
0,,
commercial_gas_use,924926,Newton - MA
industrial_gas_use,1172164,Newton - MA
residential_gas_use,1982889,Newton - MA
commercial_electric_use,253981,Newton - MA
industrial_electric_use,181742,Newton - MA
residential_electric_use,245777,Newton - MA
commercial_gas_use,377879,Pleasanton - CA
industrial_gas_use,1340046,Pleasanton - CA
residential_gas_use,957609,Pleasanton - CA
commercial_electric_use,228670,Pleasanton - CA
industrial_electric_use,129504,Pleasanton - CA
residential_electric_use,265238,Pleasanton - CA
commercial_gas_use,377879,San Ramon - CA
industrial_gas_use,1340046,San Ramon - CA
residential_gas_use,957609,San Ramon - CA
commercial_electric_use,228670,San Ramon - CA
industrial_electric_use,129504,San Ramon - CA
residential_electric_use,265238,San Ramon - CA
commercial_gas_use,377879,Alhambra - CA
industrial_gas_use,1340046,Alhambra - CA
residential_gas_use,957609,Alhambra - CA
commercial_electric_use,228670,Alhambra - CA
industrial_electric_use,129504,Alhambra - CA
residential_electric_use,265238,Alhambra - CA
commercial_gas_use,1382236,Anaheim - CA
industrial_gas_use,4120042,Anaheim - CA
residential_gas_use,2827733,Anaheim - CA
commercial_electric_use,847864,Anaheim - CA
industrial_electric_use,589612,Anaheim - CA
residential_electric_use,893635,Anaheim - CA
commercial_gas_use,14516244,Anchorage - AK
industrial_gas_use,106670,Anchorage - AK
residential_gas_use,12494797,Anchorage - AK
commercial_electric_use,2121256,Anchorage - AK
industrial_electric_use,253656,Anchorage - AK
residential_electric_use,684402,Anchorage - AK
commercial_gas_use,924926,Ann Arbor - MI
industrial_gas_use,1172164,Ann Arbor - MI
residential_gas_use,1982889,Ann Arbor - MI
commercial_electric_use,253981,Ann Arbor - MI
industrial_electric_use,181742,Ann Arbor - MI
residential_electric_use,245777,Ann Arbor - MI
commercial_gas_use,991913,Appleton - WI
industrial_gas_use,1063292,Appleton - WI
residential_gas_use,1716997,Appleton - WI
commercial_electric_use,252041,Appleton - WI
industrial_electric_use,211960,Appleton - WI
residential_electric_use,227391,Appleton - WI
commercial_gas_use,704485,Asheville - NC
industrial_gas_use,820192,Asheville - NC
residential_gas_use,1334090,Asheville - NC
commercial_electric_use,320630,Asheville - NC
industrial_electric_use,181170,Asheville - NC
residential_electric_use,337670,Asheville - NC
commercial_gas_use,704485,Auburn - WA
industrial_gas_use,820192,Auburn - WA
residential_gas_use,1334090,Auburn - WA
commercial_electric_use,320630,Auburn - WA
industrial_electric_use,181170,Auburn - WA
residential_electric_use,337670,Auburn - WA
commercial_gas_use,3197861,Aurora - CO
industrial_gas_use,2435684,Aurora - CO
residential_gas_use,6482352,Aurora - CO
commercial_electric_use,857758,Aurora - CO
industrial_electric_use,531222,Aurora - CO
residential_electric_use,853235,Aurora - CO
commercial_gas_use,3197861,Aurora - IL
industrial_gas_use,2435684,Aurora - IL
residential_gas_use,6482352,Aurora - IL
commercial_electric_use,857758,Aurora - IL
industrial_electric_use,531222,Aurora - IL
residential_electric_use,853235,Aurora - IL
commercial_gas_use,6131349,Austin - TX
industrial_gas_use,23271668,Austin - TX
residential_gas_use,6222489,Austin - TX
commercial_electric_use,4858061,Austin - TX
industrial_electric_use,3372297,Austin - TX
residential_electric_use,5726433,Austin - TX
commercial_gas_use,342640,Avondale - AZ
industrial_gas_use,933645,Avondale - AZ
residential_gas_use,325898,Avondale - AZ
commercial_electric_use,341328,Avondale - AZ
industrial_electric_use,164524,Avondale - AZ
residential_electric_use,440751,Avondale - AZ
commercial_gas_use,704485,Beaverton - OR
industrial_gas_use,820192,Beaverton - OR
residential_gas_use,1334090,Beaverton - OR
commercial_electric_use,320630,Beaverton - OR
industrial_electric_use,181170,Beaverton - OR
residential_electric_use,337670,Beaverton - OR
commercial_gas_use,704485,Bellingham - WA
industrial_gas_use,820192,Bellingham - WA
residential_gas_use,1334090,Bellingham - WA
commercial_electric_use,320630,Bellingham - WA
industrial_electric_use,181170,Bellingham - WA
residential_electric_use,337670,Bellingham - WA
commercial_gas_use,924926,Bend - OR
industrial_gas_use,1172164,Bend - OR
residential_gas_use,1982889,Bend - OR
commercial_electric_use,253981,Bend - OR
industrial_electric_use,181742,Bend - OR
residential_electric_use,245777,Bend - OR
commercial_gas_use,377879,Berkeley - CA
industrial_gas_use,1340046,Berkeley - CA
residential_gas_use,957609,Berkeley - CA
commercial_electric_use,228670,Berkeley - CA
industrial_electric_use,129504,Berkeley - CA
residential_electric_use,265238,Berkeley - CA
commercial_gas_use,991913,Billings - MT
industrial_gas_use,1063292,Billings - MT
residential_gas_use,1716997,Billings - MT
commercial_electric_use,252041,Billings - MT
industrial_electric_use,211960,Billings - MT
residential_electric_use,227391,Billings - MT
commercial_gas_use,924926,Bloomington - IL
industrial_gas_use,1172164,Bloomington - IL
residential_gas_use,1982889,Bloomington - IL
commercial_electric_use,253981,Bloomington - IL
industrial_electric_use,181742,Bloomington - IL
residential_electric_use,245777,Bloomington - IL
commercial_gas_use,342640,Boca Raton - FL
industrial_gas_use,933645,Boca Raton - FL
residential_gas_use,325898,Boca Raton - FL
commercial_electric_use,341328,Boca Raton - FL
industrial_electric_use,164524,Boca Raton - FL
residential_electric_use,440751,Boca Raton - FL
commercial_gas_use,3197861,Boise City - ID
industrial_gas_use,2435684,Boise City - ID
residential_gas_use,6482352,Boise City - ID
commercial_electric_use,857758,Boise City - ID
industrial_electric_use,531222,Boise City - ID
residential_electric_use,853235,Boise City - ID
commercial_gas_use,11474921,Boston - MA
industrial_gas_use,11386552,Boston - MA
residential_gas_use,31524776,Boston - MA
commercial_electric_use,2986489,Boston - MA
industrial_electric_use,2240008,Boston - MA
residential_electric_use,3281191,Boston - MA
commercial_gas_use,377879,Broken Arrow - OK
industrial_gas_use,1340046,Broken Arrow - OK
residential_gas_use,957609,Broken Arrow - OK
commercial_electric_use,228670,Broken Arrow - OK
industrial_electric_use,129504,Broken Arrow - OK
residential_electric_use,265238,Broken Arrow - OK
commercial_gas_use,991913,Brooklyn Park - MN
industrial_gas_use,1063292,Brooklyn Park - MN
residential_gas_use,1716997,Brooklyn Park - MN
commercial_electric_use,252041,Brooklyn Park - MN
industrial_electric_use,211960,Brooklyn Park - MN
residential_electric_use,227391,Brooklyn Park - MN
commercial_gas_use,377879,Buena Park - CA
industrial_gas_use,1340046,Buena Park - CA
residential_gas_use,957609,Buena Park - CA
commercial_electric_use,228670,Buena Park - CA
industrial_electric_use,129504,Buena Park - CA
residential_electric_use,265238,Buena Park - CA
commercial_gas_use,377879,Burbank - CA
industrial_gas_use,1340046,Burbank - CA
residential_gas_use,957609,Burbank - CA
commercial_electric_use,228670,Burbank - CA
industrial_electric_use,129504,Burbank - CA
residential_electric_use,265238,Burbank - CA
commercial_gas_use,255957,Burlington - VT
industrial_gas_use,449705,Burlington - VT
residential_gas_use,422795,Burlington - VT
commercial_electric_use,66076,Burlington - VT
industrial_electric_use,77570,Burlington - VT
residential_electric_use,62509,Burlington - VT
commercial_gas_use,342640,Cape Coral - FL
industrial_gas_use,933645,Cape Coral - FL
residential_gas_use,325898,Cape Coral - FL
commercial_electric_use,341328,Cape Coral - FL
industrial_electric_use,164524,Cape Coral - FL
residential_electric_use,440751,Cape Coral - FL
commercial_gas_use,377879,Carrollton - TX
industrial_gas_use,1340046,Carrollton - TX
residential_gas_use,957609,Carrollton - TX
commercial_electric_use,228670,Carrollton - TX
industrial_electric_use,129504,Carrollton - TX
residential_electric_use,265238,Carrollton - TX
commercial_gas_use,377879,Carson - CA
industrial_gas_use,1340046,Carson - CA
residential_gas_use,957609,Carson - CA
commercial_electric_use,228670,Carson - CA
industrial_electric_use,129504,Carson - CA
residential_electric_use,265238,Carson - CA
commercial_gas_use,924926,Cedar Rapids - IA
industrial_gas_use,1172164,Cedar Rapids - IA
residential_gas_use,1982889,Cedar Rapids - IA
commercial_electric_use,253981,Cedar Rapids - IA
industrial_electric_use,181742,Cedar Rapids - IA
residential_electric_use,245777,Cedar Rapids - IA
commercial_gas_use,6359547,Charlotte - NC
industrial_gas_use,13111852,Charlotte - NC
residential_gas_use,11490129,Charlotte - NC
commercial_electric_use,3575480,Charlotte - NC
industrial_electric_use,1795334,Charlotte - NC
residential_electric_use,3326113,Charlotte - NC
commercial_gas_use,3012469,Chesapeake - VA
industrial_gas_use,1669659,Chesapeake - VA
residential_gas_use,4416766,Chesapeake - VA
commercial_electric_use,1160395,Chesapeake - VA
industrial_electric_use,397414,Chesapeake - VA
residential_electric_use,1165572,Chesapeake - VA
commercial_gas_use,991913,Cheyenne - WY
industrial_gas_use,1063292,Cheyenne - WY
residential_gas_use,1716997,Cheyenne - WY
commercial_electric_use,252041,Cheyenne - WY
industrial_electric_use,211960,Cheyenne - WY
residential_electric_use,227391,Cheyenne - WY
commercial_gas_use,377879,Chico - CA
industrial_gas_use,1340046,Chico - CA
residential_gas_use,957609,Chico - CA
commercial_electric_use,228670,Chico - CA
industrial_electric_use,129504,Chico - CA
residential_electric_use,265238,Chico - CA
commercial_gas_use,377879,Chino - CA
industrial_gas_use,1340046,Chino - CA
residential_gas_use,957609,Chino - CA
commercial_electric_use,228670,Chino - CA
industrial_electric_use,129504,Chino - CA
residential_electric_use,265238,Chino - CA
commercial_gas_use,1382236,Chula Vista - CA
industrial_gas_use,4120042,Chula Vista - CA
residential_gas_use,2827733,Chula Vista - CA
commercial_electric_use,847864,Chula Vista - CA
industrial_electric_use,589612,Chula Vista - CA
residential_electric_use,893635,Chula Vista - CA
commercial_gas_use,377879,Citrus Heights - CA
industrial_gas_use,1340046,Citrus Heights - CA
residential_gas_use,957609,Citrus Heights - CA
commercial_electric_use,228670,Citrus Heights - CA
industrial_electric_use,129504,Citrus Heights - CA
residential_electric_use,265238,Citrus Heights - CA
commercial_gas_use,924926,Clifton - NJ
industrial_gas_use,1172164,Clifton - NJ
residential_gas_use,1982889,Clifton - NJ
commercial_electric_use,253981,Clifton - NJ
industrial_electric_use,181742,Clifton - NJ
residential_electric_use,245777,Clifton - NJ
commercial_gas_use,377879,Clovis - CA
industrial_gas_use,1340046,Clovis - CA
residential_gas_use,957609,Clovis - CA
commercial_electric_use,228670,Clovis - CA
industrial_electric_use,129504,Clovis - CA
residential_electric_use,265238,Clovis - CA
commercial_gas_use,342640,College Station - TX
industrial_gas_use,933645,College Station - TX
residential_gas_use,325898,College Station - TX
commercial_electric_use,341328,College Station - TX
industrial_electric_use,164524,College Station - TX
residential_electric_use,440751,College Station - TX
commercial_gas_use,3197861,Colorado Springs - CO
industrial_gas_use,2435684,Colorado Springs - CO
residential_gas_use,6482352,Colorado Springs - CO
commercial_electric_use,857758,Colorado Springs - CO
industrial_electric_use,531222,Colorado Springs - CO
residential_electric_use,853235,Colorado Springs - CO
commercial_gas_use,704485,Columbia - MO
industrial_gas_use,820192,Columbia - MO
residential_gas_use,1334090,Columbia - MO
commercial_electric_use,320630,Columbia - MO
industrial_electric_use,181170,Columbia - MO
residential_electric_use,337670,Columbia - MO
commercial_gas_use,3147,Columbia - NC
industrial_gas_use,35739,Columbia - NC
residential_gas_use,4856,Columbia - NC
commercial_electric_use,2254,Columbia - NC
industrial_electric_use,5404,Columbia - NC
residential_electric_use,4058,Columbia - NC
commercial_gas_use,377879,Concord - CA
industrial_gas_use,1340046,Concord - CA
residential_gas_use,957609,Concord - CA
commercial_electric_use,228670,Concord - CA
industrial_electric_use,129504,Concord - CA
residential_electric_use,265238,Concord - CA
commercial_gas_use,377879,Concord - NC
industrial_gas_use,1340046,Concord - NC
residential_gas_use,957609,Concord - NC
commercial_electric_use,228670,Concord - NC
industrial_electric_use,129504,Concord - NC
residential_electric_use,265238,Concord - NC
commercial_gas_use,377879,Corona - CA
industrial_gas_use,1340046,Corona - CA
residential_gas_use,957609,Corona - CA
commercial_electric_use,228670,Corona - CA
industrial_electric_use,129504,Corona - CA
residential_electric_use,265238,Corona - CA
commercial_gas_use,377879,Costa Mesa - CA
industrial_gas_use,1340046,Costa Mesa - CA
residential_gas_use,957609,Costa Mesa - CA
commercial_electric_use,228670,Costa Mesa - CA
industrial_electric_use,129504,Costa Mesa - CA
residential_electric_use,265238,Costa Mesa - CA
commercial_gas_use,924926,Cranston - RI
industrial_gas_use,1172164,Cranston - RI
residential_gas_use,1982889,Cranston - RI
commercial_electric_use,253981,Cranston - RI
industrial_electric_use,181742,Cranston - RI
residential_electric_use,245777,Cranston - RI
commercial_gas_use,924926,Danbury - CT
industrial_gas_use,1172164,Danbury - CT
residential_gas_use,1982889,Danbury - CT
commercial_electric_use,253981,Danbury - CT
industrial_electric_use,181742,Danbury - CT
residential_electric_use,245777,Danbury - CT
commercial_gas_use,924926,Davenport - IA
industrial_gas_use,1172164,Davenport - IA
residential_gas_use,1982889,Davenport - IA
commercial_electric_use,253981,Davenport - IA
industrial_electric_use,181742,Davenport - IA
residential_electric_use,245777,Davenport - IA
commercial_gas_use,263523,Davie - FL
industrial_gas_use,152300,Davie - FL
residential_gas_use,46158,Davie - FL
commercial_electric_use,355868,Davie - FL
industrial_electric_use,65576,Davie - FL
residential_electric_use,469966,Davie - FL
commercial_gas_use,377879,Denton - TX
industrial_gas_use,1340046,Denton - TX
residential_gas_use,957609,Denton - TX
commercial_electric_use,228670,Denton - TX
industrial_electric_use,129504,Denton - TX
residential_electric_use,265238,Denton - TX
commercial_gas_use,11474921,Denver - CO
industrial_gas_use,11386552,Denver - CO
residential_gas_use,31524776,Denver - CO
commercial_electric_use,2986489,Denver - CO
industrial_electric_use,2240008,Denver - CO
residential_electric_use,3281191,Denver - CO
commercial_gas_use,377879,Downey - CA
industrial_gas_use,1340046,Downey - CA
residential_gas_use,957609,Downey - CA
commercial_electric_use,228670,Downey - CA
industrial_electric_use,129504,Downey - CA
residential_electric_use,265238,Downey - CA
commercial_gas_use,1281407,Duluth - MN
industrial_gas_use,1115464,Duluth - MN
residential_gas_use,1702132,Duluth - MN
commercial_electric_use,383548,Duluth - MN
industrial_electric_use,312919,Duluth - MN
residential_electric_use,326101,Duluth - MN
commercial_gas_use,3012469,Durham - NC
industrial_gas_use,1669659,Durham - NC
residential_gas_use,4416766,Durham - NC
commercial_electric_use,1160395,Durham - NC
industrial_electric_use,397414,Durham - NC
residential_electric_use,1165572,Durham - NC
commercial_gas_use,377879,Edmond - OK
industrial_gas_use,1340046,Edmond - OK
residential_gas_use,957609,Edmond - OK
commercial_electric_use,228670,Edmond - OK
industrial_electric_use,129504,Edmond - OK
residential_electric_use,265238,Edmond - OK
commercial_gas_use,924926,Elgin - IL
industrial_gas_use,1172164,Elgin - IL
residential_gas_use,1982889,Elgin - IL
commercial_electric_use,253981,Elgin - IL
industrial_electric_use,181742,Elgin - IL
residential_electric_use,245777,Elgin - IL
commercial_gas_use,377879,Escondido - CA
industrial_gas_use,1340046,Escondido - CA
residential_gas_use,957609,Escondido - CA
commercial_electric_use,228670,Escondido - CA
industrial_electric_use,129504,Escondido - CA
residential_electric_use,265238,Escondido - CA
commercial_gas_use,704485,Eugene - OR
industrial_gas_use,820192,Eugene - OR
residential_gas_use,1334090,Eugene - OR
commercial_electric_use,320630,Eugene - OR
industrial_electric_use,181170,Eugene - OR
residential_electric_use,337670,Eugene - OR
commercial_gas_use,924926,Evanston - IL
industrial_gas_use,1172164,Evanston - IL
residential_gas_use,1982889,Evanston - IL
commercial_electric_use,253981,Evanston - IL
industrial_electric_use,181742,Evanston - IL
residential_electric_use,245777,Evanston - IL
commercial_gas_use,377879,Fairfield - CA
industrial_gas_use,1340046,Fairfield - CA
residential_gas_use,957609,Fairfield - CA
commercial_electric_use,228670,Fairfield - CA
industrial_electric_use,129504,Fairfield - CA
residential_electric_use,265238,Fairfield - CA
commercial_gas_use,1281407,Fargo - ND
industrial_gas_use,1115464,Fargo - ND
residential_gas_use,1702132,Fargo - ND
commercial_electric_use,383548,Fargo - ND
industrial_electric_use,312919,Fargo - ND
residential_electric_use,326101,Fargo - ND
commercial_gas_use,704485,Federal Way - WA
industrial_gas_use,820192,Federal Way - WA
residential_gas_use,1334090,Federal Way - WA
commercial_electric_use,320630,Federal Way - WA
industrial_electric_use,181170,Federal Way - WA
residential_electric_use,337670,Federal Way - WA
commercial_gas_use,1382236,Fontana - CA
industrial_gas_use,4120042,Fontana - CA
residential_gas_use,2827733,Fontana - CA
commercial_electric_use,847864,Fontana - CA
industrial_electric_use,589612,Fontana - CA
residential_electric_use,893635,Fontana - CA
commercial_gas_use,377879,Fullerton - CA
industrial_gas_use,1340046,Fullerton - CA
residential_gas_use,957609,Fullerton - CA
commercial_electric_use,228670,Fullerton - CA
industrial_electric_use,129504,Fullerton - CA
residential_electric_use,265238,Fullerton - CA
commercial_gas_use,377879,Garden Grove - CA
industrial_gas_use,1340046,Garden Grove - CA
residential_gas_use,957609,Garden Grove - CA
commercial_electric_use,228670,Garden Grove - CA
industrial_electric_use,129504,Garden Grove - CA
residential_electric_use,265238,Garden Grove - CA
commercial_gas_use,1382236,Garland - TX
industrial_gas_use,4120042,Garland - TX
residential_gas_use,2827733,Garland - TX
commercial_electric_use,847864,Garland - TX
industrial_electric_use,589612,Garland - TX
residential_electric_use,893635,Garland - TX
commercial_gas_use,1382236,Glendale - CA
industrial_gas_use,4120042,Glendale - CA
residential_gas_use,2827733,Glendale - CA
commercial_electric_use,847864,Glendale - CA
industrial_electric_use,589612,Glendale - CA
residential_electric_use,893635,Glendale - CA
commercial_gas_use,1382236,Grand Prairie - TX
industrial_gas_use,4120042,Grand Prairie - TX
residential_gas_use,2827733,Grand Prairie - TX
commercial_electric_use,847864,Grand Prairie - TX
industrial_electric_use,589612,Grand Prairie - TX
residential_electric_use,893635,Grand Prairie - TX
commercial_gas_use,991913,Green Bay - WI
industrial_gas_use,1063292,Green Bay - WI
residential_gas_use,1716997,Green Bay - WI
commercial_electric_use,252041,Green Bay - WI
industrial_electric_use,211960,Green Bay - WI
residential_electric_use,227391,Green Bay - WI
commercial_gas_use,377879,Hayward - CA
industrial_gas_use,1340046,Hayward - CA
residential_gas_use,957609,Hayward - CA
commercial_electric_use,228670,Hayward - CA
industrial_electric_use,129504,Hayward - CA
residential_electric_use,265238,Hayward - CA
commercial_gas_use,1382236,Henderson - NV
industrial_gas_use,4120042,Henderson - NV
residential_gas_use,2827733,Henderson - NV
commercial_electric_use,847864,Henderson - NV
industrial_electric_use,589612,Henderson - NV
residential_electric_use,893635,Henderson - NV
commercial_gas_use,704485,Hillsboro - OR
industrial_gas_use,820192,Hillsboro - OR
residential_gas_use,1334090,Hillsboro - OR
commercial_electric_use,320630,Hillsboro - OR
industrial_electric_use,181170,Hillsboro - OR
residential_electric_use,337670,Hillsboro - OR
commercial_gas_use,1382236,Huntington Beach - CA
industrial_gas_use,4120042,Huntington Beach - CA
residential_gas_use,2827733,Huntington Beach - CA
commercial_electric_use,847864,Huntington Beach - CA
industrial_electric_use,589612,Huntington Beach - CA
residential_electric_use,893635,Huntington Beach - CA
commercial_gas_use,1382236,Huntsville - AL
industrial_gas_use,4120042,Huntsville - AL
residential_gas_use,2827733,Huntsville - AL
commercial_electric_use,847864,Huntsville - AL
industrial_electric_use,589612,Huntsville - AL
residential_electric_use,893635,Huntsville - AL
commercial_gas_use,1382236,Irving - TX
industrial_gas_use,4120042,Irving - TX
residential_gas_use,2827733,Irving - TX
commercial_electric_use,847864,Irving - TX
industrial_electric_use,589612,Irving - TX
residential_electric_use,893635,Irving - TX
commercial_gas_use,377879,Jacksonville - NC
industrial_gas_use,1340046,Jacksonville - NC
residential_gas_use,957609,Jacksonville - NC
commercial_electric_use,228670,Jacksonville - NC
industrial_electric_use,129504,Jacksonville - NC
residential_electric_use,265238,Jacksonville - NC
commercial_gas_use,924926,Joliet - IL
industrial_gas_use,1172164,Joliet - IL
residential_gas_use,1982889,Joliet - IL
commercial_electric_use,253981,Joliet - IL
industrial_electric_use,181742,Joliet - IL
residential_electric_use,245777,Joliet - IL
commercial_gas_use,704485,Kent - WA
industrial_gas_use,820192,Kent - WA
residential_gas_use,1334090,Kent - WA
commercial_electric_use,320630,Kent - WA
industrial_electric_use,181170,Kent - WA
residential_electric_use,337670,Kent - WA
commercial_gas_use,377879,Lakewood - CA
industrial_gas_use,1340046,Lakewood - CA
residential_gas_use,957609,Lakewood - CA
commercial_electric_use,228670,Lakewood - CA
industrial_electric_use,129504,Lakewood - CA
residential_electric_use,265238,Lakewood - CA
commercial_gas_use,924926,Layton - UT
industrial_gas_use,1172164,Layton - UT
residential_gas_use,1982889,Layton - UT
commercial_electric_use,253981,Layton - UT
industrial_electric_use,181742,Layton - UT
residential_electric_use,245777,Layton - UT
commercial_gas_use,377879,Lewisville - TX
industrial_gas_use,1340046,Lewisville - TX
residential_gas_use,957609,Lewisville - TX
commercial_electric_use,228670,Lewisville - TX
industrial_electric_use,129504,Lewisville - TX
residential_electric_use,265238,Lewisville - TX
commercial_gas_use,3197861,Lincoln - NE
industrial_gas_use,2435684,Lincoln - NE
residential_gas_use,6482352,Lincoln - NE
commercial_electric_use,857758,Lincoln - NE
industrial_electric_use,531222,Lincoln - NE
residential_electric_use,853235,Lincoln - NE
commercial_gas_use,924926,Livonia - MI
industrial_gas_use,1172164,Livonia - MI
residential_gas_use,1982889,Livonia - MI
commercial_electric_use,253981,Livonia - MI
industrial_electric_use,181742,Livonia - MI
residential_electric_use,245777,Livonia - MI
commercial_gas_use,924926,Longmont - CO
industrial_gas_use,1172164,Longmont - CO
residential_gas_use,1982889,Longmont - CO
commercial_electric_use,253981,Longmont - CO
industrial_electric_use,181742,Longmont - CO
residential_electric_use,245777,Longmont - CO
commercial_gas_use,6273177,Madison - WI
industrial_gas_use,3416487,Madison - WI
residential_gas_use,7167855,Madison - WI
commercial_electric_use,1225440,Madison - WI
industrial_electric_use,434283,Madison - WI
residential_electric_use,810221,Madison - WI
commercial_gas_use,924926,Manchester - NH
industrial_gas_use,1172164,Manchester - NH
residential_gas_use,1982889,Manchester - NH
commercial_electric_use,253981,Manchester - NH
industrial_electric_use,181742,Manchester - NH
residential_electric_use,245777,Manchester - NH
commercial_gas_use,377879,Manteca - CA
industrial_gas_use,1340046,Manteca - CA
residential_gas_use,957609,Manteca - CA
commercial_electric_use,228670,Manteca - CA
industrial_electric_use,129504,Manteca - CA
residential_electric_use,265238,Manteca - CA
commercial_gas_use,377879,Menifee - CA
industrial_gas_use,1340046,Menifee - CA
residential_gas_use,957609,Menifee - CA
commercial_electric_use,228670,Menifee - CA
industrial_electric_use,129504,Menifee - CA
residential_electric_use,265238,Menifee - CA
commercial_gas_use,924926,Meridian - ID
industrial_gas_use,1172164,Meridian - ID
residential_gas_use,1982889,Meridian - ID
commercial_electric_use,253981,Meridian - ID
industrial_electric_use,181742,Meridian - ID
residential_electric_use,245777,Meridian - ID
commercial_gas_use,1200691,Mesa - AZ
industrial_gas_use,2627386,Mesa - AZ
residential_gas_use,1022314,Mesa - AZ
commercial_electric_use,1149983,Mesa - AZ
industrial_electric_use,350724,Mesa - AZ
residential_electric_use,1373293,Mesa - AZ
commercial_gas_use,377879,Midland - TX
industrial_gas_use,1340046,Midland - TX
residential_gas_use,957609,Midland - TX
commercial_electric_use,228670,Midland - TX
industrial_electric_use,129504,Midland - TX
residential_electric_use,265238,Midland - TX
commercial_gas_use,6273177,Minneapolis - MN
industrial_gas_use,3416487,Minneapolis - MN
residential_gas_use,7167855,Minneapolis - MN
commercial_electric_use,1225440,Minneapolis - MN
industrial_electric_use,434283,Minneapolis - MN
residential_electric_use,810221,Minneapolis - MN
commercial_gas_use,263523,Miramar - FL
industrial_gas_use,152300,Miramar - FL
residential_gas_use,46158,Miramar - FL
commercial_electric_use,355868,Miramar - FL
industrial_electric_use,65576,Miramar - FL
residential_electric_use,469966,Miramar - FL
commercial_gas_use,991913,Missoula - MT
industrial_gas_use,1063292,Missoula - MT
residential_gas_use,1716997,Missoula - MT
commercial_electric_use,252041,Missoula - MT
industrial_electric_use,211960,Missoula - MT
residential_electric_use,227391,Missoula - MT
commercial_gas_use,342640,Missouri City - TX
industrial_gas_use,933645,Missouri City - TX
residential_gas_use,325898,Missouri City - TX
commercial_electric_use,341328,Missouri City - TX
industrial_electric_use,164524,Missouri City - TX
residential_electric_use,440751,Missouri City - TX
commercial_gas_use,377879,Napa - CA
industrial_gas_use,1340046,Napa - CA
residential_gas_use,957609,Napa - CA
commercial_electric_use,228670,Napa - CA
industrial_electric_use,129504,Napa - CA
residential_electric_use,265238,Napa - CA
commercial_gas_use,924926,Nashua - NH
industrial_gas_use,1172164,Nashua - NH
residential_gas_use,1982889,Nashua - NH
commercial_electric_use,253981,Nashua - NH
industrial_electric_use,181742,Nashua - NH
residential_electric_use,245777,Nashua - NH
commercial_gas_use,704485,New Rochelle - NY
industrial_gas_use,820192,New Rochelle - NY
residential_gas_use,1334090,New Rochelle - NY
commercial_electric_use,320630,New Rochelle - NY
industrial_electric_use,181170,New Rochelle - NY
residential_electric_use,337670,New Rochelle - NY
commercial_gas_use,377879,Norman - OK
industrial_gas_use,1340046,Norman - OK
residential_gas_use,957609,Norman - OK
commercial_electric_use,228670,Norman - OK
industrial_electric_use,129504,Norman - OK
residential_electric_use,265238,Norman - OK
commercial_gas_use,924926,Norwalk - CT
industrial_gas_use,1172164,Norwalk - CT
residential_gas_use,1982889,Norwalk - CT
commercial_electric_use,253981,Norwalk - CT
industrial_electric_use,181742,Norwalk - CT
residential_electric_use,245777,Norwalk - CT
commercial_gas_use,377879,Oceanside - CA
industrial_gas_use,1340046,Oceanside - CA
residential_gas_use,957609,Oceanside - CA
commercial_electric_use,228670,Oceanside - CA
industrial_electric_use,129504,Oceanside - CA
residential_electric_use,265238,Oceanside - CA
commercial_gas_use,377879,Orange - CA
industrial_gas_use,1340046,Orange - CA
residential_gas_use,957609,Orange - CA
commercial_electric_use,228670,Orange - CA
industrial_electric_use,129504,Orange - CA
residential_electric_use,265238,Orange - CA
commercial_gas_use,924926,Orem - UT
industrial_gas_use,1172164,Orem - UT
residential_gas_use,1982889,Orem - UT
commercial_electric_use,253981,Orem - UT
industrial_electric_use,181742,Orem - UT
residential_electric_use,245777,Orem - UT
commercial_gas_use,342640,Palm Coast - FL
industrial_gas_use,933645,Palm Coast - FL
residential_gas_use,325898,Palm Coast - FL
commercial_electric_use,341328,Palm Coast - FL
industrial_electric_use,164524,Palm Coast - FL
residential_electric_use,440751,Palm Coast - FL
commercial_gas_use,924926,Parma - OH
industrial_gas_use,1172164,Parma - OH
residential_gas_use,1982889,Parma - OH
commercial_electric_use,253981,Parma - OH
industrial_electric_use,181742,Parma - OH
residential_electric_use,245777,Parma - OH
commercial_gas_use,377879,Pasadena - CA
industrial_gas_use,1340046,Pasadena - CA
residential_gas_use,957609,Pasadena - CA
commercial_electric_use,228670,Pasadena - CA
industrial_electric_use,129504,Pasadena - CA
residential_electric_use,265238,Pasadena - CA
commercial_gas_use,263523,Pembroke Pines - FL
industrial_gas_use,152300,Pembroke Pines - FL
residential_gas_use,46158,Pembroke Pines - FL
commercial_electric_use,355868,Pembroke Pines - FL
industrial_electric_use,65576,Pembroke Pines - FL
residential_electric_use,469966,Pembroke Pines - FL
commercial_gas_use,342640,Peoria - AZ
industrial_gas_use,933645,Peoria - AZ
residential_gas_use,325898,Peoria - AZ
commercial_electric_use,341328,Peoria - AZ
industrial_electric_use,164524,Peoria - AZ
residential_electric_use,440751,Peoria - AZ
commercial_gas_use,263523,Plantation - FL
industrial_gas_use,152300,Plantation - FL
residential_gas_use,46158,Plantation - FL
commercial_electric_use,355868,Plantation - FL
industrial_electric_use,65576,Plantation - FL
residential_electric_use,469966,Plantation - FL
commercial_gas_use,342640,Port St. Lucie - FL
industrial_gas_use,933645,Port St. Lucie - FL
residential_gas_use,325898,Port St. Lucie - FL
commercial_electric_use,341328,Port St. Lucie - FL
